iter	Passed	Remaining
1665	30044	6023
1666	30059	6004
1667	30071	5985
1668	30085	5966
1669	30098	5947
1670	30110	5928
1671	30124	5909
1672	30136	5890
1673	30150	5871
1674	30164	5852
1675	30176	5833
1676	30188	5814
1677	30202	5795
1678	30216	5776
1679	30239	5759
1680	30263	5742
1681	30276	5724
1682	30289	5705
1683	30302	5686
1684	30316	5667
1685	30328	5648
1686	30345	5630
1687	30360	5611
1688	30372	5592
1689	30386	5573
1690	30400	5555
1691	30415	5536
1692	30428	5517
1693	30440	5498
1694	30455	5480
1695	30466	5461
1696	30480	5442
1697	30495	5423
1698	30507	5404
1699	30520	5385
1700	30533	5367
1701	30547	5348
1702	30559	5329
1703	30571	5310
1704	30583	5291
1705	30596	5272
1706	30609	5254
1707	30624	5235
1708	30638	5216
1709	30652	5198
1710	30666	5179
1711	30679	5161
1712	30692	5142
1713	30704	5123
1714	30716	5104
1715	30729	5085
1716	30745	5067
1717	30759	5049
1718	30775	5030
1719	30790	5012
1720	30802	4993
1721	30814	4974
1722	30827	4956
1723	30841	4937
1724	30855	4918
1725	30867	4900
1726	30881	4881
1727	30894	4863
1728	30908	4844
1729	30940	4828
1730	30971	4812
1731	30993	4795
1732	31008	4777
1733	31025	4759
1734	31039	4740
1735	31056	4722
1736	31073	4704
1737	31088	4686
1738	31102	4668
1739	31116	4649
1740	31129	4631
1741	31145	4612
1742	31162	4594
1743	31198	4579
1744	31216	4561
1745	31233	4543
1746	31250	4525
1747	31266	4507
1748	31286	4489
1749	31308	4472
1750	31334	4455
1751	31360	4439
1752	31384	4422
1753	31401	4404
1754	31417	4385
1755	31439	4368
1756	31460	4351
1757	31474	4332
1758	31487	4314
1759	31500	4295
1760	31512	4276
1761	31524	4258
1762	31537	4239
1763	31550	4221
1764	31565	4202
1765	31579	4184
1766	31593	4165
1767	31606	4147
1768	31620	4129
1769	31634	4110
1770	31646	4092
1771	31661	4073
1772	31672	4055
1773	31686	4036
1774	31699	4018
1775	31714	3999
1776	31727	3981
1777	31739	3962
1778	31752	3944
1779	31765	3926
1780	31778	3907
1781	31791	3889
1782	31803	3870
1783	31816	3852
1784	31832	3834
1785	31847	3816
1786	31863	3797
1787	31877	3779
1788	31893	3761
1789	31908	3743
1790	31924	3725
1791	31937	3707
1792	31951	3688
1793	31970	3671
1794	32011	3655
1795	32034	3638
1796	32048	3620
1797	32063	3602
1798	32076	3583
1799	32089	3565
1800	32102	3547
1801	32114	3528
1802	32127	3510
1803	32142	3492
1804	32157	3474
1805	32171	3455
1806	32184	3437
1807	32197	3419
1808	32211	3400
1809	32224	3382
1810	32238	3364
1811	32252	3346
1812	32271	3328
1813	32284	3310
1814	32297	3292
1815	32310	3273
1816	32327	3255
1817	32350	3238
1818	32375	3221
1819	32390	3203
1820	32406	3185
1821	32421	3167
1822	32436	3149
1823	32450	3131
1824	32466	3113
1825	32483	3095
1826	32500	3077
1827	32517	3059
1828	32533	3041
1829	32548	3023
1830	32562	3005
1831	32578	2987
1832	32594	2969
1833	32611	2951
1834	32625	2933
1835	32641	2915
1836	32660	2898
1837	32682	2880
1838	32704	2863
1839	32726	2845
1840	32747	2828
1841	32767	2810
1842	32789	2793
1843	32808	2775
1844	32825	2757
1845	32841	2739
1846	32854	2721
1847	32868	2703
1848	32881	2685
1849	32893	2667
1850	32906	2648
1851	32919	2630
1852	32933	2612
1853	32946	2594
1854	32958	2576
1855	32971	2558
1856	32991	2540
1857	33004	2522
1858	33023	2504
1859	33054	2487
1860	33079	2470
1861	33097	2452
1862	33110	2434
1863	33122	2416
1864	33134	2398
1865	33147	2380
1866	33160	2362
1867	33171	2344
1868	33183	2325
1869	33198	2307
1870	33213	2289
1871	33228	2272
1872	33242	2254
1873	33256	2236
1874	33273	2218
1875	33287	2200
1876	33299	2182
1877	33314	2164
1878	33327	2146
1879	33342	2128
1880	33355	2110
1881	33370	2092
1882	33397	2075
1883	33423	2057
1884	33438	2040
1885	33449	2021
1886	33462	2003
1887	33476	1985
1888	33490	1967
1889	33505	1950
1890	33518	1932
1891	33531	1914
1892	33544	1896
1893	33557	1878
1894	33572	1860
1895	33589	1842
1896	33604	1824
1897	33617	1806
1898	33632	1788
1899	33646	1770
1900	33659	1752
1901	33673	1734
1902	33687	1717
1903	33700	1699
1904	33712	1681
1905	33726	1663
1906	33741	1645
1907	33756	1627
1908	33770	1609
1909	33784	1591
1910	33795	1573
1911	33808	1556
1912	33821	1538
1913	33834	1520
1914	33848	1502
1915	33861	1484
1916	33875	1466
1917	33888	1448
1918	33903	1431
1919	33919	1413
1920	33933	1395
1921	33950	1377
1922	33967	1360
1923	33989	1342
1924	34004	1324
1925	34021	1307
1926	34037	1289
1927	34055	1271
1928	34079	1254
1929	34114	1237
1930	34144	1220
1931	34168	1202
1932	34190	1185
1933	34214	1167
1934	34235	1150
1935	34256	1132
1936	34281	1114
1937	34300	1097
1938	34316	1079
1939	34335	1061
1940	34352	1044
1941	34370	1026
1942	34386	1008
1943	34402	991
1944	34419	973
1945	34443	955
1946	34468	938
1947	34490	920
1948	34503	902
1949	34517	885
1950	34533	867
1951	34546	849
1952	34561	831
1953	34579	814
1954	34596	796
1955	34614	778
1956	34629	760
1957	34648	743
1958	34666	725
1959	34684	707
1960	34706	690
1961	34722	672
1962	34741	654
1963	34759	637
1964	34774	619
1965	34794	601
1966	34814	584
1967	34832	566
1968	34852	548
1969	34873	531
1970	34895	513
1971	34913	495
1972	34934	478
1973	34951	460
1974	34967	442
1975	34983	424
1976	35007	407
1977	35033	389
1978	35050	371
1979	35068	354
1980	35090	336
1981	35111	318
1982	35128	301
1983	35153	283
1984	35189	265
1985	35219	248
1986	35238	230
1987	35257	212
1988	35274	195
1989	35292	177
1990	35311	159
1991	35337	141
1992	35367	124
1993	35384	106
1994	35403	88
1995	35420	70
1996	35438	53
1997	35455	35
1998	35472	17
1999	35495	0
