iter	Logloss
1514	0.3013745499
1515	0.3013386879
1516	0.301307125
1517	0.3012749192
1518	0.3012560457
1519	0.3012203345
1520	0.3011875193
1521	0.3011665806
1522	0.3011410556
1523	0.3011212384
1524	0.3010949561
1525	0.301077136
1526	0.3010359415
1527	0.3010087727
1528	0.3009804482
1529	0.300956137
1530	0.3009293317
1531	0.300897575
1532	0.3008729139
1533	0.3008527429
1534	0.3008304552
1535	0.3008042464
1536	0.3007670402
1537	0.3007344463
1538	0.3006985882
1539	0.3006780313
1540	0.3006530092
1541	0.3006339361
1542	0.3005976648
1543	0.3005759656
1544	0.3005494634
1545	0.3005236046
1546	0.3004930569
1547	0.3004541752
1548	0.3003819912
1549	0.3003533749
1550	0.3003271973
1551	0.300310396
1552	0.300275115
1553	0.3002520763
1554	0.3002186692
1555	0.3001915374
1556	0.3001580193
1557	0.300138326
1558	0.3001096047
1559	0.3000877685
1560	0.3000546654
1561	0.3000319469
1562	0.3000059389
1563	0.2999876769
1564	0.2999623569
1565	0.2999423808
1566	0.2999051588
1567	0.2998800485
1568	0.2998521617
1569	0.2998145294
1570	0.2997901819
1571	0.2997656078
1572	0.2997427736
1573	0.2997203187
1574	0.299702314
1575	0.2996648687
1576	0.2996316237
1577	0.29959999
1578	0.2995788044
1579	0.299548964
1580	0.2995251547
1581	0.2994992481
1582	0.2994712969
1583	0.2994357485
1584	0.2994003852
1585	0.2993748459
1586	0.2993442028
1587	0.2993139364
1588	0.2992913483
1589	0.299260391
1590	0.2992409573
1591	0.2992138388
1592	0.2991963652
1593	0.299163725
1594	0.2990882359
1595	0.2990616042
1596	0.2990385734
1597	0.2990148917
1598	0.2989821814
1599	0.2989472846
1600	0.2989251826
1601	0.2988964052
1602	0.2988697971
1603	0.2988358378
1604	0.2988082857
1605	0.2987728389
1606	0.2987460191
1607	0.2987350546
1608	0.2987115414
1609	0.2986889819
1610	0.2986644752
1611	0.2986284982
1612	0.2986096173
1613	0.2985861802
1614	0.29856349
1615	0.2985372993
1616	0.2985039702
1617	0.2984757885
1618	0.2984509768
1619	0.2984254424
1620	0.2984044478
1621	0.298371387
1622	0.2983521763
1623	0.2983252308
1624	0.298310745
1625	0.29828665
1626	0.2982660327
1627	0.2982408386
1628	0.2982176841
1629	0.2981253203
1630	0.2981086479
1631	0.298077964
1632	0.298051111
1633	0.298028677
1634	0.2979873356
1635	0.2979585045
1636	0.2979307594
1637	0.2979008274
1638	0.2978746209
1639	0.2978504751
1640	0.2978151292
1641	0.2977943208
1642	0.2977756301
1643	0.2977452323
1644	0.2977193647
1645	0.2976841156
1646	0.2976682036
1647	0.297642568
1648	0.2976066817
1649	0.2975713706
1650	0.2975470123
1651	0.2975151571
1652	0.2974986719
1653	0.2974835063
1654	0.2974604807
1655	0.2974405727
1656	0.2974097822
1657	0.297387973
1658	0.2973471333
1659	0.2973176334
1660	0.297283612
1661	0.297256561
1662	0.2972361325
1663	0.2972047053
1664	0.2971780055
1665	0.2971585937
1666	0.2971332231
1667	0.2971068809
1668	0.2970837516
1669	0.2970577921
1670	0.2970310463
1671	0.2969993839
1672	0.2969851874
1673	0.2969454004
1674	0.2969219557
1675	0.2968886729
1676	0.2968566706
1677	0.2968268594
1678	0.2968024489
1679	0.296772528
1680	0.2967512318
1681	0.2967196085
1682	0.2966878662
1683	0.2966731083
1684	0.2966470954
1685	0.2966269398
1686	0.2965967766
1687	0.2965711635
1688	0.2965515717
1689	0.2965186476
1690	0.2964984086
1691	0.2964737656
1692	0.2964577329
1693	0.2964353395
1694	0.296416171
1695	0.2963963283
1696	0.2963714782
1697	0.2963514113
1698	0.296322025
1699	0.2962943531
1700	0.2962638252
1701	0.2962374841
1702	0.2962059074
1703	0.2961782859
1704	0.2961588089
1705	0.2961344369
1706	0.296109433
1707	0.2960821127
1708	0.2960558854
1709	0.2960414959
1710	0.29600844
1711	0.29595689
1712	0.2959244996
1713	0.2959016027
1714	0.2958696433
1715	0.2958514506
1716	0.2958333213
1717	0.2958133354
1718	0.2957961477
1719	0.2957740963
1720	0.2957504098
1721	0.2957256449
1722	0.2957027435
1723	0.2956791018
1724	0.2956562954
1725	0.2956222002
1726	0.2956035946
1727	0.2955790484
1728	0.2955614563
1729	0.2955464462
1730	0.2955165293
1731	0.2954794128
1732	0.295448683
1733	0.2954136609
1734	0.295392621
1735	0.2953678453
1736	0.2953393749
1737	0.295310934
1738	0.2952930713
1739	0.2952698417
1740	0.2952469208
1741	0.2952227242
1742	0.2951920446
1743	0.295162174
1744	0.2951405397
1745	0.2951104954
1746	0.2950868789
1747	0.2950651721
1748	0.2950255299
1749	0.2949995715
1750	0.2949663245
1751	0.2949399889
1752	0.2948942085
1753	0.2948690036
1754	0.2948419817
1755	0.2948175135
1756	0.2947943579
1757	0.2947673378
1758	0.294745322
1759	0.2947215628
1760	0.2946990071
1761	0.2946743252
1762	0.2946457304
1763	0.2946126219
1764	0.2945868239
1765	0.2945528007
1766	0.2945308678
1767	0.2945058807
1768	0.2944853998
1769	0.2944637129
1770	0.2944395213
1771	0.2944141839
1772	0.2943888043
1773	0.2943585006
1774	0.2943255301
1775	0.2942984325
1776	0.2942664324
1777	0.2942361513
1778	0.2942065536
1779	0.2941862576
1780	0.2941682907
1781	0.2941431253
1782	0.2941101033
1783	0.2940878282
1784	0.2940583066
1785	0.2940329951
1786	0.2940003762
1787	0.2939748791
1788	0.2939436494
1789	0.2939286091
1790	0.2939051341
1791	0.2938919212
1792	0.2938688131
1793	0.2938542258
1794	0.2938163073
1795	0.2938018927
1796	0.2937792038
1797	0.2937591966
1798	0.2937350079
1799	0.2937065431
1800	0.2936740771
1801	0.2936526747
1802	0.2936203677
1803	0.2935958265
1804	0.2935664581
1805	0.2935416798
1806	0.2935152749
1807	0.2934922764
1808	0.2934601023
1809	0.2934406688
1810	0.2934193682
1811	0.2933874564
1812	0.2933495489
1813	0.2933303356
1814	0.2932912918
1815	0.2932593917
1816	0.2932298342
1817	0.2932062666
1818	0.2931843713
1819	0.2931624953
1820	0.2931336435
1821	0.2931056579
1822	0.2930757047
1823	0.2930545177
1824	0.2930315783
1825	0.2930125327
1826	0.2929916111
1827	0.292974923
1828	0.2929452514
1829	0.2929195102
1830	0.2929074704
1831	0.292873693
1832	0.2928430941
1833	0.292816672
1834	0.2927962452
1835	0.2927666341
1836	0.2927329219
1837	0.292706474
1838	0.2926678168
1839	0.2926491357
1840	0.2926198506
1841	0.2925978438
1842	0.2925689183
1843	0.2925498731
1844	0.2925161832
1845	0.2924922422
1846	0.2924690198
1847	0.2924407264
1848	0.292423023
1849	0.2924011869
1850	0.2923670456
1851	0.2923357543
1852	0.2922997776
1853	0.2922783585
1854	0.292247726
1855	0.2922193854
1856	0.2921860274
1857	0.292155893
1858	0.292127077
1859	0.2921036777
1860	0.2920681326
1861	0.2920384941
1862	0.2920111732
1863	0.2919874738
1864	0.2919593447
1865	0.2919340402
1866	0.2919172042
1867	0.2918902588
1868	0.2918739719
1869	0.2918563739
1870	0.291825301
1871	0.2917987201
1872	0.2917660181
1873	0.2917365497
1874	0.291709873
1875	0.291690834
1876	0.2916696294
1877	0.2916331142
1878	0.2916087173
1879	0.2915748221
1880	0.2915582396
1881	0.2915418331
1882	0.291513499
1883	0.2914833129
1884	0.2914708415
1885	0.2914621756
1886	0.2914356566
1887	0.291413446
1888	0.2913887331
1889	0.2913518439
1890	0.2913198197
1891	0.2912931871
1892	0.2912704487
1893	0.2912470565
1894	0.291222029
1895	0.2911972617
1896	0.2911735046
1897	0.2911571595
1898	0.2911320061
1899	0.2911120046
1900	0.2910815481
1901	0.2910589937
1902	0.2910406998
1903	0.2910136248
1904	0.2909869567
1905	0.290968568
1906	0.2909435624
1907	0.2909128291
1908	0.2908836444
1909	0.2908575198
1910	0.2908297688
1911	0.2908078933
1912	0.2907815696
1913	0.2907539271
1914	0.2907350955
1915	0.2907039469
1916	0.290677752
1917	0.2906508996
1918	0.2906352406
1919	0.2906091863
1920	0.290590724
1921	0.2905753398
1922	0.2905478511
1923	0.2905269687
1924	0.2904994667
1925	0.2904745229
1926	0.2904453868
1927	0.2904282485
1928	0.2903938893
1929	0.2903626384
1930	0.2903369398
1931	0.29031469
1932	0.2902921581
1933	0.2902687554
1934	0.290244603
1935	0.2902181735
1936	0.2901978804
1937	0.2901705552
1938	0.2901516644
1939	0.2901264305
1940	0.2901041118
1941	0.2900759542
1942	0.2900251306
1943	0.2900058289
1944	0.2899845364
1945	0.2898886567
1946	0.289859849
1947	0.2898327025
1948	0.2898065518
1949	0.2897884145
1950	0.2897597722
1951	0.2897427464
1952	0.2897141647
1953	0.2896932138
1954	0.2896771316
1955	0.2896554
1956	0.2896254869
1957	0.2896005891
1958	0.2895739467
1959	0.2895522084
1960	0.2895219992
1961	0.2894977134
1962	0.2894668677
1963	0.2894437023
1964	0.2894328488
1965	0.2893981852
1966	0.2893727767
1967	0.2893408989
1968	0.2893154324
1969	0.2892870709
1970	0.2892626107
1971	0.2892365646
1972	0.2892109514
1973	0.2891894689
1974	0.2891700159
1975	0.2891545956
1976	0.2891254383
1977	0.2890857472
1978	0.2890589675
1979	0.2890314465
1980	0.2890190435
1981	0.2889925183
1982	0.2889627574
1983	0.2889026189
1984	0.288871125
1985	0.2888498558
1986	0.2888205599
1987	0.2887889769
1988	0.2887575559
1989	0.2887306548
1990	0.2887023892
1991	0.2886821751
1992	0.2886541668
1993	0.2886321871
1994	0.2886131375
1995	0.2885828319
1996	0.2885566332
1997	0.288534345
1998	0.2885055236
1999	0.2884824602
