iter	Logloss
311	0.348124318
312	0.3480862656
313	0.3480509089
314	0.348019855
315	0.347797306
316	0.3477627168
317	0.347719733
318	0.3476753926
319	0.3476363243
320	0.3475920331
321	0.3475458788
322	0.3475063993
323	0.3474713455
324	0.3474262215
325	0.3471513869
326	0.3471153289
327	0.3468682796
328	0.3468141158
329	0.3466336087
330	0.3465897482
331	0.3465491268
332	0.3465137086
333	0.3464797806
334	0.3464387628
335	0.3464002956
336	0.3463478752
337	0.3463022876
338	0.3461329251
339	0.3460255643
340	0.3459810396
341	0.3459338164
342	0.3458988519
343	0.3458679175
344	0.3457588609
345	0.345716368
346	0.345670192
347	0.3456281757
348	0.3455896524
349	0.3455479497
350	0.3455073968
351	0.345381342
352	0.3453463619
353	0.3453146746
354	0.3452696322
355	0.3452365545
356	0.3452065081
357	0.3451744555
358	0.345135686
359	0.3451006551
360	0.3450532051
361	0.3450250544
362	0.3449750787
363	0.3449197785
364	0.3448798515
365	0.3448467188
366	0.3448082597
367	0.3447716553
368	0.3447226716
369	0.3446766011
370	0.3446426155
371	0.3446141912
372	0.3445829696
373	0.3445425652
374	0.3445108463
375	0.3444765779
376	0.344440453
377	0.3444039889
378	0.3443722009
379	0.3443273708
380	0.3442931797
381	0.3442532466
382	0.3442150474
383	0.3441885217
384	0.3441635959
385	0.3441248919
386	0.3440964177
387	0.344059898
388	0.3440189712
389	0.3439923085
390	0.3439528418
391	0.3439112681
392	0.343868407
393	0.3438392604
394	0.343809627
395	0.3437715937
396	0.3437431958
397	0.3437040176
398	0.3436662613
399	0.3435182472
400	0.3434850842
401	0.3434596053
402	0.3434265688
403	0.3433935046
404	0.3433588385
405	0.343337478
406	0.3432651366
407	0.3432280907
408	0.343102625
409	0.3430655663
410	0.3430236593
411	0.3429888659
412	0.3428730792
413	0.3428430279
414	0.3428132999
415	0.3427705131
416	0.3427303633
417	0.3426951805
418	0.3426770981
419	0.3426462848
420	0.3426131572
421	0.3425399811
422	0.3424961996
423	0.3424615814
424	0.3423907646
425	0.3423300091
426	0.3422915457
427	0.3422491608
428	0.3422149876
429	0.342182679
430	0.3421498683
431	0.3421209238
432	0.3419849541
433	0.3419508731
434	0.3419214146
435	0.3418736458
436	0.3417487107
437	0.3417136848
438	0.3416767216
439	0.3416303408
440	0.3415506952
441	0.3414391201
442	0.341406769
443	0.3413685974
444	0.3413261277
445	0.341285738
446	0.3412494895
447	0.341210786
448	0.3411744075
449	0.3411436267
450	0.3411064943
451	0.3409003981
452	0.340880774
453	0.3407765108
454	0.3406114057
455	0.3405765724
456	0.3405378128
457	0.3405019108
458	0.3404720262
459	0.3404286089
460	0.3403910805
461	0.3401775955
462	0.3399928374
463	0.339961363
464	0.3398524148
465	0.3398207401
466	0.3397857569
467	0.3397539859
468	0.339641627
469	0.3396061183
470	0.3395723193
471	0.3395402992
472	0.3395002291
473	0.3394651431
474	0.3394262146
475	0.3393882598
476	0.3393621188
477	0.3392493228
478	0.339203505
479	0.3389972742
480	0.3389577059
481	0.3389286932
482	0.3388893566
483	0.3388636969
484	0.3388270777
485	0.3387871619
486	0.338756641
487	0.3387212689
488	0.3386874634
489	0.3386115813
490	0.3385740082
491	0.3385413483
492	0.3385000806
493	0.3384711172
494	0.3384332565
495	0.3383479357
496	0.3383265945
497	0.338298476
498	0.3382625356
499	0.3382199253
500	0.3381803711
501	0.3381397503
502	0.338104973
503	0.33795213
504	0.3379055748
505	0.3378741902
506	0.3377034957
507	0.3376734953
508	0.3376343624
509	0.3375983672
510	0.3375512624
511	0.3375133065
512	0.3373709476
513	0.3373265058
514	0.3372774281
515	0.3372446556
516	0.3372115053
517	0.337178605
518	0.3371403812
519	0.3371130481
520	0.3370721928
521	0.3369855056
522	0.3367770319
523	0.3367469307
524	0.3366619823
525	0.3366219787
526	0.3365886868
527	0.3365491104
528	0.3365132916
529	0.3364798394
530	0.3364417363
531	0.3364103241
532	0.3363644545
533	0.3363292017
534	0.336296455
535	0.3362599651
536	0.3362242967
537	0.3361909604
538	0.3361606924
539	0.336120732
540	0.3360815382
541	0.3360404123
542	0.3360064842
543	0.3359688536
544	0.3357071961
545	0.3356629332
546	0.3356228624
547	0.3355844227
548	0.3355549287
549	0.3355151896
550	0.3354839534
551	0.3354512044
552	0.33529805
553	0.3352712939
554	0.3351314502
555	0.3350922459
556	0.3349376269
557	0.3348999877
558	0.3348054718
559	0.3347701789
560	0.3347253125
561	0.3346972573
562	0.3346532685
563	0.3346145558
564	0.3344585932
565	0.3344205671
566	0.334379344
567	0.3343398066
568	0.3343010662
569	0.3342624253
570	0.3342256323
571	0.3341949781
572	0.3341564375
573	0.3341225495
574	0.3340835828
575	0.3340447206
576	0.334007901
577	0.3339599008
578	0.3339274989
579	0.333903074
580	0.3338681913
581	0.3338300787
582	0.3337989114
583	0.3337624273
584	0.3337271346
585	0.3337003435
586	0.3336773186
587	0.3336388312
588	0.3335917115
589	0.3335589551
590	0.3334552447
591	0.3334144587
592	0.3333784135
593	0.33334728
594	0.3333193389
595	0.3332947555
596	0.3332443788
597	0.3332086092
598	0.3331764172
599	0.3331455334
600	0.33312123
601	0.333087151
602	0.3330517654
603	0.3330038197
604	0.3329726253
605	0.3328293517
606	0.33271321
607	0.33267279
608	0.3326348574
609	0.3325873349
610	0.3325463129
611	0.3325061601
612	0.3324058626
613	0.332364935
614	0.3322679408
615	0.3321958113
616	0.3320247887
617	0.3319929966
618	0.3319490081
619	0.3319093431
620	0.3317678562
621	0.3316698766
622	0.3316333658
623	0.3315865503
624	0.3315502366
625	0.3315182472
626	0.3314869962
627	0.3314520296
628	0.3314203378
629	0.3313878727
630	0.3313527716
631	0.3313171757
632	0.3312784801
633	0.3311333133
634	0.331091483
635	0.3310584702
636	0.3310315009
637	0.3309983019
638	0.3309672233
639	0.3309299568
640	0.3308945763
641	0.3308733055
642	0.3308454965
643	0.3306908531
644	0.3306593568
645	0.3306313814
646	0.3305965827
647	0.3305643337
648	0.3305321162
649	0.3304921371
650	0.3304518382
651	0.3304254375
652	0.3303958388
653	0.3303594977
654	0.3303236568
655	0.3302720369
656	0.330244809
657	0.3302076867
658	0.3301617566
659	0.3301272345
660	0.3300961329
661	0.3300551915
662	0.3300214004
663	0.3299882783
664	0.3299501381
665	0.3299188894
666	0.3298794633
667	0.3298426196
668	0.3298058896
669	0.3297650785
670	0.3297375066
671	0.3296983707
672	0.329574627
673	0.3295384357
674	0.3294947947
675	0.3294489343
676	0.3294126231
677	0.329369132
678	0.3293385117
679	0.3292959137
680	0.3292539839
681	0.329217661
682	0.3291814628
683	0.3291470459
684	0.3291125916
685	0.3290730902
686	0.3290462864
687	0.3289989878
688	0.3289732774
689	0.3289281571
690	0.3288881128
691	0.3288491165
692	0.3287601602
693	0.3287232701
694	0.3286939655
695	0.3286554035
696	0.3284865547
697	0.3284541642
698	0.3284222275
699	0.3283830884
700	0.3283488119
701	0.3283046153
702	0.3282584051
703	0.3282282361
704	0.3281938191
705	0.3281653597
706	0.3281295342
707	0.3280991382
708	0.3280633034
709	0.3280217043
710	0.3279878791
711	0.3279567358
712	0.3279099523
713	0.3277957075
714	0.327765275
715	0.3277352907
716	0.3277004919
717	0.3276509125
718	0.3276133252
719	0.3275794598
720	0.3275389531
721	0.327506477
722	0.3274805059
723	0.3274441641
724	0.3274100358
725	0.327374598
726	0.3273442379
727	0.3273096139
728	0.3272763861
729	0.3272319093
730	0.3272037476
731	0.3271720727
732	0.3271324936
733	0.3270913239
734	0.3270556917
735	0.3270158562
736	0.3269769527
737	0.3269425619
738	0.3268941008
739	0.326848738
740	0.3268102756
741	0.3267358533
742	0.3266911771
743	0.3266548851
744	0.3266298246
745	0.3265940339
746	0.3265598157
747	0.3265245558
748	0.3264954965
749	0.3264652863
750	0.3264214461
751	0.3263778325
752	0.3263460843
753	0.3263122903
754	0.3262708197
755	0.3262377372
756	0.3261080315
757	0.3260738021
758	0.3260462469
759	0.3260222015
760	0.3259877128
761	0.3259488327
762	0.3259033733
763	0.3258785232
764	0.325833525
765	0.3257927084
766	0.3257558436
767	0.325715415
768	0.3256777016
769	0.3256377451
770	0.325607531
771	0.3255671012
772	0.3255265489
773	0.3254902442
774	0.3254412577
775	0.3253962655
776	0.3253584762
777	0.325316391
778	0.3252016107
779	0.3251699032
780	0.3250546922
781	0.3250130131
782	0.324972277
783	0.3249386271
784	0.3248936473
785	0.3248587885
786	0.3248201842
787	0.3247742062
788	0.3247414816
789	0.3247065434
790	0.3246749383
791	0.3246361395
792	0.3246082091
793	0.3245666038
794	0.3245203638
795	0.3244751137
796	0.3244415342
797	0.3244081717
798	0.3243813032
799	0.3243408436
800	0.3243158954
801	0.3242840389
802	0.3242508074
803	0.324221347
804	0.3241918922
805	0.3241634796
806	0.3241298034
807	0.324097714
808	0.3240617542
809	0.3240340936
810	0.3239951264
811	0.3239587466
812	0.3239253634
813	0.3238944085
814	0.3238626619
815	0.3238270377
816	0.3237918942
817	0.3237569386
818	0.3237125023
819	0.3236807989
820	0.3236531804
821	0.3236183515
822	0.3235835329
823	0.3235456852
824	0.3235086651
825	0.3234821969
826	0.3234522487
827	0.3234158674
828	0.3233811171
829	0.3233405655
830	0.323305915
831	0.3232717762
832	0.323242237
833	0.323205873
834	0.3231699666
835	0.3231233397
836	0.3230467751
837	0.3230156348
838	0.3229885122
839	0.3228312992
840	0.3228018787
841	0.3227794582
842	0.3227419519
843	0.3227045049
844	0.3226680968
845	0.3226309965
846	0.3225971845
847	0.322554841
848	0.3225205843
849	0.3224873366
850	0.3224501068
851	0.3224189479
852	0.3223839939
853	0.3223505576
854	0.3223174768
855	0.3222823851
856	0.3222516995
857	0.3222189002
858	0.322073057
859	0.3220441082
860	0.3220113956
861	0.3219832138
862	0.32194282
863	0.3219016536
864	0.3218751685
865	0.3218471809
866	0.3218163834
867	0.321781213
868	0.3217542221
869	0.3217179564
870	0.3216732624
871	0.3216374295
872	0.3215866169
873	0.3215551503
874	0.3215084108
875	0.3214823709
876	0.3214455196
877	0.3214089368
878	0.3213754346
879	0.3213409602
880	0.3213043972
881	0.3212140722
882	0.3211866496
883	0.3211390835
884	0.3210987523
885	0.3210692125
886	0.3210351324
887	0.3210047846
888	0.320978073
889	0.3209473679
890	0.3209175916
891	0.3208931223
892	0.3208663807
893	0.3208365668
894	0.320802884
895	0.3207655546
896	0.3207298885
897	0.3206962768
898	0.3206642589
899	0.3206313622
900	0.3205880449
901	0.3205549516
902	0.3205267179
903	0.320503428
904	0.3204793133
905	0.3204493614
906	0.3204173086
907	0.3203811682
908	0.3203561208
909	0.3203073854
910	0.3202754627
911	0.320245935
912	0.3202079193
913	0.3201746129
914	0.3201483344
915	0.3201159177
916	0.3200833449
917	0.3200545557
918	0.3200275391
919	0.3199972326
920	0.3199601266
921	0.3199230568
922	0.319889529
923	0.3198537215
924	0.3198078101
925	0.3197768905
926	0.3197439183
927	0.3196285306
928	0.3195969888
929	0.3195645008
930	0.3195271988
931	0.3195014367
932	0.3194731665
933	0.319437255
934	0.3194122226
935	0.3193783209
936	0.3193532561
937	0.3193245486
938	0.3192949143
939	0.3192624029
940	0.319216865
941	0.3191912814
942	0.3191559469
943	0.3191274693
944	0.3190832815
945	0.3190579158
946	0.3190106279
947	0.318980397
948	0.3189578899
949	0.3189294327
950	0.3189080528
951	0.3188824073
952	0.3188410602
953	0.3188085911
954	0.3187828488
955	0.3187581323
956	0.3187232234
957	0.3186926759
958	0.3186554624
959	0.3186069683
960	0.318567356
961	0.3184680224
962	0.3184220447
963	0.3183930407
964	0.3183580598
965	0.3183343523
966	0.3183076313
967	0.3182869111
968	0.3182385906
969	0.3182070366
970	0.3181813844
971	0.3181499712
972	0.3181218764
973	0.3180886612
974	0.3180560848
975	0.3180114243
976	0.3179701524
977	0.3179443315
978	0.3179047791
979	0.3178621115
980	0.317824264
981	0.317801387
982	0.3177606263
983	0.3177271671
984	0.3176794246
985	0.3176523585
986	0.3176184827
987	0.3175880931
988	0.3175599721
989	0.3175311077
990	0.3175023515
991	0.3174580558
992	0.317419
993	0.3173972833
994	0.3173686569
995	0.3173373684
996	0.3173118782
997	0.3172809776
998	0.3172595897
999	0.3172265952
1000	0.3171867784
1001	0.3171620286
1002	0.3171368258
1003	0.3171045692
1004	0.3170707204
1005	0.3170391015
1006	0.3169991932
1007	0.3169667879
1008	0.3169386355
1009	0.3169035211
1010	0.316872232
1011	0.3168461143
1012	0.3168156902
1013	0.3167849941
1014	0.3167532476
1015	0.3167145302
1016	0.3166816449
1017	0.3166527278
1018	0.3166254097
1019	0.3165943494
1020	0.3165591072
1021	0.316520818
1022	0.3164965605
1023	0.3164799269
1024	0.3164486207
1025	0.3164097667
1026	0.3163828743
1027	0.3163527276
1028	0.3162458091
1029	0.3162162034
1030	0.3161784013
1031	0.3161521914
1032	0.3161159449
1033	0.3160809629
1034	0.3160460703
1035	0.3160103923
1036	0.3159853963
1037	0.315957739
1038	0.315924671
1039	0.3158957855
1040	0.3158647955
1041	0.3158312085
1042	0.3157957173
1043	0.3157623299
1044	0.3157319098
1045	0.3157027702
1046	0.315676165
1047	0.3156400517
1048	0.3156120369
1049	0.3155764207
1050	0.3155368884
1051	0.3155067638
1052	0.3154742166
1053	0.3154393373
1054	0.3154065795
1055	0.31527541
1056	0.3152382446
1057	0.3152109665
1058	0.3151885771
1059	0.315152904
1060	0.3151154518
1061	0.3150910635
1062	0.3150529787
1063	0.3150254615
1064	0.315006387
1065	0.3149754944
1066	0.3149424884
1067	0.3149090095
1068	0.3148791892
1069	0.3148377105
1070	0.3148076293
1071	0.3147802665
1072	0.3147555592
1073	0.3147208603
1074	0.3146854317
1075	0.3146468533
1076	0.3145698257
1077	0.3145444532
1078	0.314522823
1079	0.3144935092
1080	0.3144648877
1081	0.3144188198
1082	0.3143865667
1083	0.314346458
1084	0.3143175686
1085	0.3142864553
1086	0.314254461
1087	0.3142257014
1088	0.3141980692
1089	0.3141699518
1090	0.3141351788
1091	0.314116304
1092	0.3140790198
1093	0.3140573321
1094	0.3140276157
1095	0.3140005115
1096	0.3139844474
1097	0.3139444883
1098	0.3139136258
1099	0.3138818319
1100	0.3138520469
1101	0.3138168633
1102	0.3137776999
1103	0.3137496282
1104	0.3137162063
1105	0.3136782725
1106	0.3136411651
1107	0.3136077969
1108	0.313569097
1109	0.3135340796
1110	0.3134997025
1111	0.3134653693
1112	0.3134382417
1113	0.3134144377
1114	0.3133785815
1115	0.3133435939
1116	0.3133081276
1117	0.3132748329
1118	0.3132324461
1119	0.3132150085
1120	0.3131848923
1121	0.3131473273
1122	0.3131079233
1123	0.3130744385
1124	0.313043662
1125	0.3130220098
1126	0.3129900125
1127	0.3129600329
1128	0.312931927
1129	0.3129015455
1130	0.3128636803
1131	0.3128385428
1132	0.3128039383
1133	0.3127740116
1134	0.3127479114
1135	0.3127159927
1136	0.3126904208
1137	0.3126645604
1138	0.3126290824
1139	0.3126019745
1140	0.3125748372
1141	0.3125527557
1142	0.3125204879
1143	0.3124942367
1144	0.3124687993
1145	0.3124431049
1146	0.3124148495
1147	0.3123765473
1148	0.312351706
1149	0.3123285729
1150	0.3123073677
1151	0.3122773076
1152	0.3122542387
1153	0.3122264274
1154	0.3121949028
1155	0.3121652842
1156	0.3121376787
1157	0.3121001958
1158	0.3120624264
1159	0.3120256842
1160	0.3119977336
1161	0.3119694175
1162	0.3119423164
1163	0.311916811
1164	0.3118837791
1165	0.3118601472
1166	0.3118270654
1167	0.3118065565
1168	0.3117762567
1169	0.3117468721
1170	0.3117068457
1171	0.311675926
1172	0.3116419553
1173	0.3116098051
1174	0.3115793599
1175	0.3115421455
1176	0.3115110604
1177	0.3114759045
1178	0.311450836
1179	0.3114265716
1180	0.3113887561
1181	0.3113589187
1182	0.3113278041
1183	0.311303414
1184	0.3112628831
1185	0.3112258312
1186	0.3111955759
1187	0.3111650484
1188	0.3111382534
1189	0.311028962
1190	0.3109993583
1191	0.310976811
1192	0.3109534259
1193	0.3109203545
1194	0.3108862955
1195	0.310852985
1196	0.3108290615
1197	0.3108023709
1198	0.310768816
1199	0.3106908182
1200	0.3106648227
1201	0.3106323139
1202	0.3106138189
1203	0.310591097
1204	0.3105473874
1205	0.3105059591
1206	0.3104711676
1207	0.3104363051
1208	0.3104013462
1209	0.3103732491
1210	0.3103440491
1211	0.3103201188
1212	0.3102788401
1213	0.3102469772
1214	0.3102147365
1215	0.310192362
1216	0.3101640589
1217	0.3101371947
1218	0.31012276
1219	0.3100931127
1220	0.3100660122
1221	0.3100347285
1222	0.3100137928
1223	0.3099833694
1224	0.3099602918
1225	0.3099204243
1226	0.3098896319
1227	0.3098731588
1228	0.3098394319
1229	0.3097676854
1230	0.3097356
1231	0.3097104366
1232	0.309678365
1233	0.3096524466
1234	0.309621608
1235	0.30958526
1236	0.3095545638
1237	0.3095224903
1238	0.3094995352
1239	0.3094675324
1240	0.3094312724
1241	0.3094014753
1242	0.3093797183
1243	0.3093410523
1244	0.309306052
1245	0.3092738188
1246	0.3092462863
1247	0.3092161142
1248	0.3091837024
1249	0.3091507517
1250	0.3091203904
1251	0.3090858128
1252	0.3090485595
1253	0.3090322268
1254	0.3090046712
1255	0.3089796326
1256	0.3089540933
1257	0.3089276767
1258	0.3089048868
1259	0.3088808648
1260	0.3088436255
1261	0.3088167511
1262	0.3087965585
1263	0.3087664324
1264	0.3087379446
1265	0.3087074282
1266	0.3086760588
1267	0.308632169
1268	0.3086030984
1269	0.3085708644
1270	0.3085451112
1271	0.3085058248
1272	0.3084790117
1273	0.3084579344
1274	0.3084341599
1275	0.3084035008
1276	0.3083772295
1277	0.30836311
1278	0.3083207104
1279	0.3082946176
1280	0.3082638417
1281	0.3082387009
1282	0.3082062569
1283	0.3081787382
1284	0.3081421221
1285	0.3081072919
1286	0.3080725917
1287	0.3080524758
1288	0.308020254
1289	0.3079917189
1290	0.3079574964
1291	0.307931536
1292	0.3078868439
1293	0.3078485639
1294	0.307816035
1295	0.307786318
1296	0.3077555232
1297	0.3077348367
1298	0.3077075413
1299	0.3076839398
1300	0.3076566863
1301	0.3076253593
1302	0.3075895192
1303	0.3075599433
1304	0.3075306213
1305	0.3074963455
1306	0.3074647651
1307	0.3074371306
1308	0.3074017845
1309	0.3073701403
1310	0.3073422027
1311	0.3073183351
1312	0.3073007226
1313	0.3072719782
1314	0.3072522
1315	0.307223325
1316	0.3071927301
1317	0.3071707891
1318	0.3071452176
1319	0.3071082875
1320	0.3070821394
1321	0.3070465579
1322	0.3069384618
1323	0.3069040023
1324	0.3068743717
1325	0.3068426406
1326	0.3068137175
1327	0.3067890477
1328	0.3067598028
1329	0.3067396343
1330	0.3067111537
1331	0.3066791385
1332	0.3066531409
1333	0.3066320686
1334	0.3066135107
1335	0.306581767
1336	0.3065494844
1337	0.3065128227
1338	0.3064829283
1339	0.3064545412
1340	0.3064186923
1341	0.3063844432
1342	0.3063463451
1343	0.3063153825
1344	0.3062756408
1345	0.3062429855
1346	0.3062190055
1347	0.3061883012
1348	0.3061623328
1349	0.3061344282
1350	0.3060969977
1351	0.3060632977
1352	0.3060269697
1353	0.3060054635
1354	0.3059701622
1355	0.3059341463
1356	0.3059069228
1357	0.3058735017
1358	0.3058460455
1359	0.3058198089
1360	0.3057974451
1361	0.3057710685
1362	0.3057490302
1363	0.3057154928
1364	0.3056804638
1365	0.3056495377
1366	0.3056221148
1367	0.305586267
1368	0.3055597322
1369	0.305529089
1370	0.3055018064
1371	0.3054690182
1372	0.3054331362
1373	0.3053997415
1374	0.3053667763
1375	0.305334007
1376	0.3052974672
1377	0.3052799912
1378	0.3052556298
1379	0.3052291216
1380	0.3052086601
1381	0.3051865546
1382	0.3051578336
1383	0.3051280935
1384	0.3050955325
1385	0.3050628216
1386	0.3050283853
1387	0.305001035
1388	0.3049687931
1389	0.3049366509
1390	0.3049101847
1391	0.3048843307
1392	0.304855846
1393	0.3048315044
1394	0.3048067334
1395	0.3047707014
1396	0.3047295661
1397	0.3046987659
1398	0.3046660733
1399	0.3046383817
1400	0.3046115625
1401	0.3045836785
1402	0.3045512823
1403	0.304529577
1404	0.3045009625
1405	0.3044723815
1406	0.3044298788
1407	0.3044037526
1408	0.3043602459
1409	0.304336506
1410	0.3043070731
1411	0.3042873536
1412	0.304263303
1413	0.3042430934
1414	0.3042069946
1415	0.3041841108
1416	0.304155451
1417	0.3041202409
1418	0.304107744
1419	0.3040807127
1420	0.3040462039
1421	0.3040252078
1422	0.3040018176
1423	0.3039806084
1424	0.3039512943
1425	0.3039305686
1426	0.3038982774
1427	0.3038656295
1428	0.3038365309
1429	0.3038035147
1430	0.3037753673
1431	0.3037564907
1432	0.3037312254
1433	0.3036894444
1434	0.303654273
1435	0.3036294708
1436	0.3036140347
1437	0.3035840833
1438	0.3035621892
1439	0.3035292002
1440	0.3034948076
1441	0.3034665765
1442	0.3034389323
1443	0.3034032474
1444	0.3033787562
1445	0.3033572792
1446	0.3033388067
1447	0.3033109775
1448	0.303285825
1449	0.3032503739
1450	0.3032155394
1451	0.3031890296
1452	0.30314696
1453	0.3031119876
1454	0.3030833203
1455	0.3030463045
1456	0.303017157
1457	0.3029896573
1458	0.30295896
1459	0.3029241875
1460	0.302892452
1461	0.3028667724
1462	0.3028437476
1463	0.3028151849
1464	0.3027818363
1465	0.3027553342
1466	0.3027230885
1467	0.3027036935
1468	0.3026825658
1469	0.3026482692
1470	0.3026219871
1471	0.3025961809
1472	0.3025734321
1473	0.3025368019
1474	0.3025122622
1475	0.3024845727
1476	0.3024622538
1477	0.3024349568
1478	0.3024091037
1479	0.3023839945
1480	0.3023551315
1481	0.3023275341
1482	0.3022982869
1483	0.3022680646
1484	0.3022384032
1485	0.3022098856
1486	0.3021802372
1487	0.3021500199
1488	0.3021152809
1489	0.3020909325
1490	0.3020624028
1491	0.3020404645
1492	0.3020149526
1493	0.3019890889
1494	0.3019557383
1495	0.3019386657
1496	0.3019042193
1497	0.3018789345
1498	0.3018552792
1499	0.3018348633
1500	0.3018057758
1501	0.3017788975
1502	0.3017567272
1503	0.3017356906
1504	0.3017025831
1505	0.3016736612
1506	0.3016522545
1507	0.3016199421
1508	0.3015915458
1509	0.3015629081
1510	0.3015326307
1511	0.3015097257
1512	0.3014867649
1513	0.3014049995
